customerID,User_ID,gender,Age,Region,tenure,MultipleLines,InternetService,PaymentMethod,Plan_Type,Data_Usage_GB,Call_Duration_Min,Monthly_Bill,MonthlyCharges,TotalCharges,Network_Rating,Churn
7663-ZTEGJ,423,Male,27,East,29,Yes,Fiber optic,Credit card (automatic),Postpaid,36.23,1116,1752.88,100.55,2830.45,4,No
3935-TBRZZ,424,Male,57,East,44,Yes,No,Mailed check,Postpaid,13.94,256,805.94,25.7,1110.5,2,No
8111-BKVDS,425,Female,55,South,10,No phone service,DSL,Bank transfer (automatic),Prepaid,20.42,829,1267.36,40.7,449.3,4,No
2055-SIFSS,426,Female,23,East,55,Yes,DSL,Bank transfer (automatic),Postpaid,5.59,1369,1094.96,51.65,2838.55,5,No
2806-MLNTI,427,Male,25,South,52,Yes,Fiber optic,Bank transfer (automatic),Postpaid,9.86,1191,706.33,105.1,5376.4,3,No
8734-DKSTZ,428,Female,40,South,10,Yes,Fiber optic,Electronic check,Postpaid,39.26,581,992.84,85.95,858.6,1,No
4360-PNRQB,429,Male,64,West,18,Yes,Fiber optic,Bank transfer (automatic),Postpaid,35.89,1295,1054.73,75.6,1395.05,5,No
6152-ONASV,430,Female,43,South,68,Yes,DSL,Bank transfer (automatic),Prepaid,29.88,215,481.46,58.25,3975.7,5,No
9063-ZGTUY,431,Female,63,North,61,No,No,Mailed check,Prepaid,44.84,692,698.52,19.4,1182.55,2,Yes
7781-HVGMK,432,Female,60,South,72,No phone service,DSL,Credit card (automatic),Postpaid,29.37,1229,1603.68,65.2,4784.45,3,No
2181-UAESM,433,Male,29,West,2,No,DSL,Electronic check,Prepaid,23.61,1257,1840,53.45,119.5,3,No
2957-LOLHO,434,Male,43,South,12,No,DSL,Bank transfer (automatic),Postpaid,17.35,139,783.61,45.4,518.9,1,Yes
6048-NJXHX,435,Male,30,North,41,No,No,Electronic check,Postpaid,47.05,1167,683.25,19.75,899.45,2,No
2320-SLKMB,436,Female,57,North,26,No phone service,DSL,Credit card (automatic),Prepaid,4.59,62,470.87,44.45,1183.8,1,No
4980-URKXC,437,Male,35,North,36,No,No,Bank transfer (automatic),Prepaid,46.58,1022,1389.13,20.85,720.05,4,No
4376-KFVRS,438,Male,42,West,72,Yes,Fiber optic,Credit card (automatic),Prepaid,41.42,854,713.89,114.05,8468.2,5,No
5886-VLQVU,439,Male,50,West,35,Yes,Fiber optic,Bank transfer (automatic),Postpaid,6.93,994,1976.72,89.85,3161.2,1,No
3577-AMVUX,440,Male,64,East,1,No,DSL,Mailed check,Prepaid,28.47,791,718.8,55.05,55.05,5,No
0771-WLCLA,441,Female,57,West,16,Yes,Fiber optic,Electronic check,Postpaid,43.39,925,848.86,112.95,1882.55,2,No
5628-RKIFK,442,Female,60,North,49,Yes,Fiber optic,Credit card (automatic),Prepaid,28.8,1223,1246.33,101.55,5070.4,4,No
0206-TBWLC,443,Female,29,North,54,Yes,Fiber optic,Mailed check,Prepaid,45.41,709,1623.2,114.65,6049.5,2,No
2937-FTHUR,444,Female,61,West,18,Yes,DSL,Electronic check,Postpaid,47.18,1081,992.09,64.8,1166.7,4,No
1910-FMXJM,445,Female,53,South,36,No,Fiber optic,Electronic check,Postpaid,21.41,1102,903.05,80.4,2937.65,4,No
7752-XUSCI,446,Female,21,West,60,Yes,Fiber optic,Electronic check,Postpaid,19.18,345,1991.71,105.9,6396.45,5,Yes
4110-PFEUZ,447,Female,22,West,1,No,Fiber optic,Mailed check,Postpaid,46.85,1035,119.94,69.55,69.55,2,Yes
0732-OCQOC,448,Female,54,North,52,Yes,No,Bank transfer (automatic),Postpaid,33.92,975,1800.62,25.05,1270.25,2,No
5168-MSWXT,449,Male,25,East,8,No,Fiber optic,Electronic check,Postpaid,6.24,689,383.37,94.75,759.55,1,No
1090-ESELR,450,Male,59,North,72,No,Fiber optic,Bank transfer (automatic),Postpaid,2.59,389,1593.26,105.5,7611.55,2,No
8592-PLTMQ,451,Female,45,East,64,Yes,No,Mailed check,Postpaid,28.45,677,1274.07,24.7,1642.75,1,No
5760-WRAHC,452,Female,48,North,22,No,DSL,Mailed check,Prepaid,46.54,488,749.51,69.75,1545.4,3,No
8847-GEOOQ,453,Male,26,West,60,No phone service,DSL,Bank transfer (automatic),Postpaid,42.29,1217,1760.36,60.2,3582.4,3,No
0256-LTHVJ,454,Female,46,North,28,No,Fiber optic,Electronic check,Postpaid,33.95,991,124.52,81.05,2227.1,3,Yes
4785-FCIFB,455,Female,31,North,61,Yes,No,Mailed check,Prepaid,7.39,879,530.71,24.4,1417.9,2,No
8313-NDOIA,456,Female,57,North,24,Yes,Fiber optic,Electronic check,Postpaid,13.08,568,1177.1,104.15,2494.65,2,No
5149-CUZUJ,457,Male,58,West,28,No,Fiber optic,Bank transfer (automatic),Prepaid,43.84,1025,767.93,92.9,2768.35,1,No
0942-KOWSM,458,Female,39,West,30,No,DSL,Bank transfer (automatic),Prepaid,9.55,1118,1259.72,80.8,2369.3,4,No
4237-CLSMM,459,Male,28,West,2,No,No,Mailed check,Postpaid,14.28,1004,145.81,20,38,1,No
1452-VOQCH,460,Male,40,West,1,Yes,Fiber optic,Electronic check,Prepaid,6.92,1312,321.27,75.1,75.1,3,No
4719-UMSIY,461,Male,18,East,6,No,No,Mailed check,Postpaid,33.97,1001,341.48,19.65,100.9,1,No
6614-VBEGU,462,Female,63,East,24,No,DSL,Bank transfer (automatic),Prepaid,47.23,993,459.64,69.45,1614.05,4,No
0880-TKATG,463,Male,54,South,4,Yes,Fiber optic,Electronic check,Prepaid,13.81,204,972.73,101.15,385.9,2,Yes
3811-VBYBZ,464,Male,38,West,7,Yes,Fiber optic,Electronic check,Prepaid,24.03,1254,1529.04,99.8,673.25,1,Yes
1480-BKXGA,465,Male,43,East,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,31.9,1288,1820.52,116.05,8404.9,3,No
2996-XAUVF,466,Male,63,North,70,No phone service,DSL,Mailed check,Postpaid,49.97,137,1687.21,40.05,2799.75,3,No
9076-AXYIK,467,Male,53,West,64,Yes,Fiber optic,Electronic check,Prepaid,5.69,1329,474.09,102.1,6538.45,2,No
5968-XQIVE,468,Male,40,South,72,Yes,Fiber optic,Electronic check,Prepaid,25.18,1146,938.19,89.7,6588.95,1,No
8896-RAZCR,469,Female,18,South,44,No,No,Mailed check,Postpaid,19.56,980,478.88,19.9,868.1,4,No
4640-UHDOS,470,Female,57,South,13,No,DSL,Electronic check,Postpaid,43.36,228,602.5,55.95,734.35,2,Yes
4933-IKULF,471,Female,32,North,17,No,No,Mailed check,Prepaid,24.06,261,1056.74,20.65,330.6,1,No
3583-EKAPL,472,Male,38,East,1,No,DSL,Electronic check,Prepaid,5.99,1307,229.41,55,55,5,Yes
1304-BCCFO,473,Male,64,North,9,No,DSL,Mailed check,Postpaid,31.9,514,514.53,70.05,564.4,3,No
4104-PVRPS,474,Male,26,West,24,No,DSL,Mailed check,Postpaid,38.65,1296,1877.22,53.6,1315.35,4,No
9399-APLBT,475,Female,26,South,1,No,Fiber optic,Electronic check,Postpaid,0.64,680,985.62,74.7,74.7,4,Yes
2359-KMGLI,476,Male,27,North,24,Yes,Fiber optic,Electronic check,Postpaid,43.02,874,946.23,80.25,1861.5,4,Yes
3780-DDGSE,477,Male,43,North,35,No,DSL,Electronic check,Postpaid,9.71,1337,127.68,76.05,2747.2,3,No
4431-EDMIQ,478,Female,58,East,7,No,DSL,Electronic check,Prepaid,27.83,1280,570.06,75.7,554.05,1,No
0306-JAELE,479,Male,52,East,5,No,Fiber optic,Electronic check,Postpaid,21.08,656,1745.96,96.1,453.4,2,Yes
6227-HWPWX,480,Female,42,South,15,No,Fiber optic,Bank transfer (automatic),Prepaid,36.12,934,412.79,69,994.8,1,Yes
0486-LGCCH,481,Male,43,North,11,No,No,Mailed check,Postpaid,18.87,415,888.74,19.65,225.75,2,No
0447-BEMNG,482,Female,28,North,48,No phone service,DSL,Bank transfer (automatic),Prepaid,43.55,325,127.23,45.3,2145,4,Yes
4612-SSVHJ,483,Female,55,East,20,No,Fiber optic,Electronic check,Postpaid,36.66,429,1008.84,81.45,1671.6,1,No
5168-MQQCA,484,Female,19,North,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,32.56,1382,139.94,108.5,8003.8,4,No
5949-XIKAE,485,Female,24,North,8,No,Fiber optic,Electronic check,Prepaid,39.91,1341,1657.26,83.55,680.05,5,Yes
7971-HLVXI,486,Male,35,North,72,Yes,Fiber optic,Credit card (automatic),Prepaid,37.82,994,1667.22,84.5,6130.85,4,No
9094-AZPHK,487,Female,44,East,15,Yes,Fiber optic,Electronic check,Postpaid,2.28,1137,1596.71,100.15,1415,4,No
3649-JPUGY,488,Male,51,South,72,Yes,DSL,Bank transfer (automatic),Postpaid,20.04,859,638.39,88.6,6201.95,2,No
4472-LVYGI,489,Female,44,West,0,No phone service,DSL,Bank transfer (automatic),Postpaid,46.57,1423,1690.75,52.55, ,5,No
8372-JUXUI,490,Male,34,South,1,Yes,Fiber optic,Electronic check,Postpaid,6.72,974,1131.7,74.35,74.35,4,Yes
3552-CTCYF,491,Male,60,West,63,Yes,Fiber optic,Bank transfer (automatic),Postpaid,36.99,543,810.24,104.8,6597.25,4,No
6778-YSNIH,492,Female,61,North,2,No,DSL,Electronic check,Prepaid,48.74,1171,1288.13,59,114.15,5,No
0388-EOPEX,493,Female,41,South,2,No,Fiber optic,Electronic check,Prepaid,3.08,1144,123.45,74.4,139.4,5,Yes
5756-OZRIO,494,Male,42,West,61,Yes,DSL,Bank transfer (automatic),Postpaid,34.27,413,371.63,64.05,3902.6,1,No
6579-JPICP,495,Male,24,East,1,No,No,Mailed check,Prepaid,23.67,619,1510.36,20.4,20.4,2,No
8205-OTCHB,496,Male,23,East,22,No phone service,DSL,Bank transfer (automatic),Prepaid,29.17,812,563.91,43.75,903.6,5,Yes
4134-BSXLX,497,Male,41,South,28,No,DSL,Mailed check,Prepaid,4.72,325,1236.22,60.9,1785.65,5,No
0505-SPOOW,498,Female,50,South,70,No,No,Bank transfer (automatic),Postpaid,2.63,99,831.69,19.8,1397.65,3,No
6235-VDHOM,499,Female,46,North,5,No phone service,DSL,Electronic check,Prepaid,33.51,1431,1724.13,28.45,131.05,5,Yes
7783-YKGDV,500,Female,60,South,12,Yes,Fiber optic,Bank transfer (automatic),Postpaid,41.25,777,1909.59,99.7,1238.45,2,Yes
4374-YMUSQ,501,Male,39,North,34,Yes,Fiber optic,Credit card (automatic),Prepaid,39.21,955,1778.77,116.25,3899.05,4,No
4513-CXYIX,502,Female,43,North,71,Yes,Fiber optic,Credit card (automatic),Postpaid,27.42,977,614.18,80.7,5676,4,No
3957-HHLMR,503,Female,45,East,70,Yes,DSL,Bank transfer (automatic),Prepaid,5.44,613,468.91,65.2,4543.15,4,No
7803-XOCCZ,504,Female,38,East,52,No,Fiber optic,Bank transfer (automatic),Postpaid,34.56,832,1001.43,84.05,4326.8,4,No
5736-YEJAX,505,Male,24,West,69,Yes,DSL,Credit card (automatic),Postpaid,12.47,534,113.93,79.45,5502.55,3,No
5609-CEBID,506,Female,34,East,20,Yes,Fiber optic,Electronic check,Prepaid,45.6,1157,149.04,94.1,1782.4,5,Yes
8981-FJGLA,507,Male,37,East,11,Yes,Fiber optic,Mailed check,Postpaid,41.99,633,1151.25,78,851.8,4,No
7218-HKQFK,508,Male,58,South,2,No,Fiber optic,Electronic check,Postpaid,35.61,1369,1088.85,94.2,167.5,1,Yes
4636-QRJKY,509,Female,37,East,6,Yes,Fiber optic,Electronic check,Postpaid,47.47,285,1989.71,80.5,502.85,4,Yes
1135-LMECX,510,Female,39,West,1,No,No,Mailed check,Postpaid,2.06,105,483.5,19.85,19.85,5,No
4332-MUOEZ,511,Male,45,South,20,No,Fiber optic,Credit card (automatic),Postpaid,36.94,409,590.4,94.3,1818.3,4,No
8535-SFUTN,512,Male,57,West,61,Yes,Fiber optic,Electronic check,Postpaid,16.85,159,315.73,106.45,6300.15,3,No
5956-VKDTT,513,Female,24,East,5,Yes,Fiber optic,Electronic check,Postpaid,45.35,241,1843.33,74.35,334.8,2,Yes
8677-HDZEE,514,Female,18,West,56,Yes,Fiber optic,Bank transfer (automatic),Postpaid,13.7,953,1577.84,105.45,5916.95,2,No
2475-MROZF,515,Male,49,South,30,Yes,Fiber optic,Credit card (automatic),Prepaid,36.38,1166,1662.44,95,2852.4,5,No
9412-GHEEC,516,Male,30,North,40,Yes,Fiber optic,Bank transfer (automatic),Prepaid,43.94,911,1815.25,104.8,4131.95,2,Yes
3482-ABPKK,517,Female,47,West,28,No,DSL,Mailed check,Postpaid,2.56,617,1097.31,54.3,1546.3,2,No
6705-LXORM,518,Female,40,West,5,No,Fiber optic,Electronic check,Postpaid,20.18,1133,957.27,70.05,302.6,1,No
0257-ZESQC,519,Female,36,South,27,No,Fiber optic,Bank transfer (automatic),Prepaid,38.23,699,727.74,75.2,1929.35,5,Yes
7531-GQHME,520,Male,49,South,12,No,No,Credit card (automatic),Prepaid,23.02,88,1219.51,20.05,265.45,5,No
5174-ITUMV,521,Male,47,West,67,Yes,Fiber optic,Electronic check,Prepaid,13.73,1122,963.13,105.4,6989.45,2,No
4109-CYRBD,522,Male,46,East,29,Yes,DSL,Electronic check,Postpaid,11.38,1493,957.97,51.6,1442,2,No
0913-XWSCN,523,Male,62,West,55,Yes,Fiber optic,Bank transfer (automatic),Prepaid,7.01,686,1880.16,85.5,4713.4,2,No
6825-UYPFK,524,Female,46,South,23,Yes,Fiber optic,Bank transfer (automatic),Postpaid,42.93,1086,1969.66,75.6,1758.6,3,Yes
8397-MVTAZ,525,Male,47,North,34,Yes,Fiber optic,Electronic check,Postpaid,28.98,85,1613.32,100.05,3480,4,Yes
0750-EBAIU,526,Male,33,North,52,No,Fiber optic,Electronic check,Prepaid,4.28,150,1537.84,91.25,4738.3,3,No
8606-CIQUL,527,Male,57,East,72,Yes,Fiber optic,Credit card (automatic),Postpaid,19.44,1159,1393.06,115.75,8399.15,5,No
3571-DPYUH,528,Male,36,West,58,Yes,Fiber optic,Credit card (automatic),Postpaid,18.7,1296,415.54,94.7,5430.35,1,No
7601-GNDYK,529,Male,35,North,35,No,No,Mailed check,Postpaid,9.5,1411,212.3,19.6,686.95,4,No
0356-OBMAC,530,Female,18,West,56,Yes,Fiber optic,Bank transfer (automatic),Postpaid,22.06,215,1412.38,99.9,5706.3,1,No
8067-NIOYM,531,Female,31,South,24,No,No,Credit card (automatic),Prepaid,16.94,432,1484.69,21.1,490.65,5,No
1403-GYAFU,532,Male,64,North,70,No,No,Credit card (automatic),Prepaid,17.42,1449,189.25,20.05,1360.25,5,No
4234-XTNEA,533,Male,19,East,2,No,Fiber optic,Electronic check,Postpaid,37.08,839,1863.3,79.95,174.45,1,No
1297-VQDRP,534,Male,45,South,68,Yes,Fiber optic,Credit card (automatic),Postpaid,11.55,80,273.17,107.15,7379.8,1,No
9282-IZGQK,535,Female,47,East,1,Yes,Fiber optic,Electronic check,Prepaid,32.27,1448,643.21,85,85,1,Yes
5348-CAGXB,536,Male,55,South,12,Yes,Fiber optic,Electronic check,Postpaid,28.75,60,1377.54,89.55,1021.75,5,No
0621-HJWXJ,537,Female,21,North,63,Yes,Fiber optic,Bank transfer (automatic),Prepaid,28.62,1375,422.76,81.55,5029.05,2,No
5844-QVTAT,538,Female,18,East,33,No,DSL,Mailed check,Postpaid,33.32,145,205.29,58.45,1955.4,1,No
8905-IAZPF,539,Female,25,East,69,No,Fiber optic,Credit card (automatic),Postpaid,27.64,1263,729.18,95.65,6744.2,4,No
5394-MEITZ,540,Female,46,South,60,No,DSL,Bank transfer (automatic),Prepaid,44.02,502,1555.35,80.6,4946.7,5,No
6859-QNXIQ,541,Female,56,East,72,Yes,Fiber optic,Bank transfer (automatic),Prepaid,33.94,241,885.99,113.1,8248.5,3,No
2782-LFZVW,542,Female,20,South,11,Yes,DSL,Mailed check,Prepaid,27.57,535,1340.65,58.95,601.6,3,No
2866-IKBTM,543,Female,49,South,1,No,No,Mailed check,Prepaid,41.57,1339,1201.28,19.55,19.55,4,No
1342-JPNKI,544,Male,27,South,10,Yes,Fiber optic,Bank transfer (automatic),Postpaid,30.5,1497,142.22,86.05,834.1,2,Yes
2817-NTQDO,545,Male,27,South,13,No phone service,DSL,Credit card (automatic),Prepaid,14.91,1201,1978.23,45.55,597,1,Yes
7129-AZJDE,546,Male,36,North,34,No,Fiber optic,Bank transfer (automatic),Postpaid,10.75,287,178.71,78.95,2647.2,5,No
6986-IJDHX,547,Male,63,South,39,No,Fiber optic,Mailed check,Prepaid,8.04,1428,1938.83,86.3,3266,1,Yes
2560-PPCHE,548,Female,51,West,65,Yes,Fiber optic,Bank transfer (automatic),Prepaid,45.02,1185,1144.74,105.05,6744.25,5,No
4676-MQUEA,549,Male,50,East,50,Yes,Fiber optic,Bank transfer (automatic),Postpaid,35.65,1416,1930,101.9,5265.5,3,No
8138-EALND,550,Male,40,West,15,No,No,Mailed check,Prepaid,46.9,1218,318.03,19.75,311.6,1,No
3580-HYCSP,551,Male,45,North,72,Yes,Fiber optic,Bank transfer (automatic),Prepaid,30.36,1138,1031.78,110.3,7966.9,4,No
1352-HNSAW,552,Female,49,West,72,Yes,Fiber optic,Bank transfer (automatic),Prepaid,23.93,1320,422.06,115.6,8220.4,2,No
2075-PUEPR,553,Male,24,East,55,No,No,Bank transfer (automatic),Prepaid,3.46,784,196.85,19.35,1153.25,4,No
1982-FEBTD,554,Female,46,West,23,Yes,No,Credit card (automatic),Postpaid,33.75,1040,1273.31,25.6,514.75,2,No
5301-GAUUY,555,Male,25,North,32,Yes,Fiber optic,Bank transfer (automatic),Postpaid,29.32,874,494.79,80.35,2596.15,1,Yes
5791-KAJFD,556,Female,18,South,56,Yes,DSL,Bank transfer (automatic),Prepaid,49.52,155,1216.62,68.75,3808,1,No
2654-VBVPB,557,Female,20,West,1,No,No,Bank transfer (automatic),Prepaid,12.34,230,313.49,19.9,19.9,2,No
1154-HYWWO,558,Male,41,North,38,No,DSL,Mailed check,Prepaid,26.77,233,730.77,70.6,2708.2,3,No
2501-XWWTZ,559,Male,40,North,11,No,Fiber optic,Electronic check,Postpaid,32.72,275,1585.1,70.2,760.05,5,No
3716-UVSPD,560,Male,25,East,1,No,DSL,Electronic check,Postpaid,32.41,826,930.4,49.3,49.3,4,No
6815-ABQFQ,561,Male,64,East,56,Yes,Fiber optic,Electronic check,Postpaid,28.28,839,1292.72,107.25,6033.3,4,No
7343-EOBEU,562,Male,54,West,3,Yes,No,Mailed check,Postpaid,38.96,1162,1330.17,23.6,89.05,4,No
3701-SFMUH,563,Male,20,South,7,No,DSL,Credit card (automatic),Prepaid,10.65,737,1703.13,69.7,516.15,1,No
6103-LIANB,564,Male,50,North,59,Yes,Fiber optic,Credit card (automatic),Prepaid,36.42,579,717.35,99.5,5861.75,4,No
7319-VENRZ,565,Male,45,West,7,No,DSL,Bank transfer (automatic),Prepaid,31.18,1444,1405.86,64.3,445.95,5,No
5846-NEQVZ,566,Male,64,North,71,No,DSL,Credit card (automatic),Postpaid,44.86,1021,1927.07,70.85,4973.4,5,No
6967-QIQRV,567,Male,25,North,15,No,Fiber optic,Electronic check,Prepaid,42.44,985,1487.46,101.9,1667.25,2,No
5781-RFZRP,568,Male,51,South,71,Yes,DSL,Credit card (automatic),Postpaid,16.1,1472,1030.75,73.5,5357.75,1,No
0939-YAPAF,569,Female,52,South,35,Yes,Fiber optic,Electronic check,Postpaid,14.17,155,1298.36,100.25,3527.6,5,Yes
0308-IVGOK,570,Female,49,West,11,No phone service,DSL,Credit card (automatic),Prepaid,49.09,1344,1505.4,40.4,422.6,3,No
7293-LSCDV,571,Female,41,South,60,No,No,Credit card (automatic),Prepaid,26.6,880,1263.32,19.25,1103.25,1,No
7025-WCBNE,572,Male,31,South,47,Yes,DSL,Bank transfer (automatic),Prepaid,45.37,728,131.68,59.6,2754,1,No
5756-JYOJT,573,Female,49,West,11,No,DSL,Credit card (automatic),Postpaid,8.61,898,470.07,64.9,697.25,5,No
4710-FDUIZ,574,Male,63,South,56,Yes,Fiber optic,Credit card (automatic),Postpaid,32.32,1105,1639.89,100.3,5614.45,3,Yes
6030-REHUX,575,Female,60,East,28,Yes,Fiber optic,Electronic check,Prepaid,40.59,442,618.04,110.85,3204.4,2,No
9548-LIGTA,576,Male,33,North,61,No,DSL,Mailed check,Prepaid,47.4,89,1489.97,81.05,4747.65,5,No
5150-LJNSR,577,Male,21,North,31,Yes,Fiber optic,Bank transfer (automatic),Postpaid,17.2,709,807.03,98.05,3082.1,3,No
8270-RKSAP,578,Male,54,North,9,No,Fiber optic,Electronic check,Prepaid,36.39,1291,1091.58,70.5,597.9,1,No
6522-YRBXD,579,Male,38,North,35,Yes,Fiber optic,Electronic check,Postpaid,27.17,1030,229.15,94.55,3365.4,3,No
2640-LYMOV,580,Male,31,West,2,No,No,Mailed check,Postpaid,3.5,1155,444.33,19.65,38.8,1,No
1218-VKFPE,581,Female,48,North,12,No,No,Mailed check,Prepaid,34.65,894,1918.67,19,233.55,5,Yes
3627-FHKBK,582,Female,35,North,1,No,Fiber optic,Mailed check,Prepaid,34.66,250,1791.26,75.3,75.3,5,Yes
2865-TCHJW,583,Female,24,North,4,Yes,Fiber optic,Electronic check,Prepaid,46.57,496,1339.32,89.2,346.2,4,Yes
1423-BMPBQ,584,Female,27,North,1,No,No,Mailed check,Prepaid,25.12,1111,973.32,19,19,4,No
2393-DIVAI,585,Female,24,East,3,No,No,Mailed check,Postpaid,11.9,1284,1383.95,20,61.7,4,No
5192-EBGOV,586,Female,50,North,1,Yes,Fiber optic,Electronic check,Postpaid,2.71,493,1275.36,85.7,85.7,5,Yes
4568-KNYWR,587,Male,40,East,52,No,DSL,Credit card (automatic),Postpaid,21.07,1400,1180.25,63.25,3342.45,2,No
8752-IMQOS,588,Male,38,West,5,No,No,Mailed check,Prepaid,15.44,810,212.44,20.1,85.1,5,No
0742-LAFQK,589,Male,36,South,72,Yes,Fiber optic,Electronic check,Postpaid,38.17,276,1302.32,99.15,7422.1,3,No
0795-LAFGP,590,Male,36,North,71,Yes,DSL,Electronic check,Prepaid,18.04,97,1560.95,90.4,6668.05,5,No
0619-OLYUR,591,Male,53,South,72,Yes,Fiber optic,Credit card (automatic),Prepaid,47.48,1091,1988.76,111.9,8071.05,5,No
5512-IDZEI,592,Male,46,South,46,Yes,No,Electronic check,Prepaid,48.13,961,121.05,24.9,1174.8,1,No
0459-SPZHJ,593,Male,35,West,63,Yes,DSL,Credit card (automatic),Prepaid,31.23,236,1487.33,83.5,5435,1,No
0215-BQKGS,594,Male,19,South,30,No,Fiber optic,Credit card (automatic),Prepaid,46.47,394,1186.4,84.3,2438.6,1,No
9244-ZVAPM,595,Male,18,East,1,No,DSL,Mailed check,Prepaid,38.16,273,924.7,45.6,45.6,5,No
0719-SYFRB,596,Female,64,South,12,Yes,DSL,Mailed check,Postpaid,27.57,879,342.38,61.65,713.75,2,Yes
8208-EUMTE,597,Male,22,South,16,No phone service,DSL,Mailed check,Prepaid,9.43,537,877.26,54.85,916.15,3,No
5172-MIGPM,598,Male,37,South,4,Yes,DSL,Mailed check,Postpaid,23.2,926,773.32,65.55,237.2,3,No
1710-RCXUS,599,Male,28,North,51,Yes,Fiber optic,Credit card (automatic),Postpaid,28.26,898,675.38,90.35,4614.55,2,No
0374-FIUCA,600,Male,59,North,65,No,No,Credit card (automatic),Prepaid,43.27,1302,1488.67,20.4,1414.45,2,No
5839-SUYVZ,601,Male,19,East,16,No,Fiber optic,Credit card (automatic),Prepaid,24.33,1463,1431.38,74.55,1170.5,3,No
5173-ZXXXL,602,Male,20,East,2,No,No,Mailed check,Prepaid,44.93,1028,1219.14,19.95,47.7,4,No
1096-ADRUX,603,Female,40,North,66,Yes,Fiber optic,Bank transfer (automatic),Postpaid,33.88,1066,1883.46,74.25,4859.25,1,No
2001-MCUUW,604,Male,29,East,46,Yes,Fiber optic,Electronic check,Prepaid,7.28,237,764.72,108.65,4903.2,1,No
2731-GJRDG,605,Female,37,North,32,Yes,Fiber optic,Bank transfer (automatic),Postpaid,49.75,319,563.22,109.55,3608,3,No
4723-BEGSG,606,Male,22,West,72,Yes,DSL,Credit card (automatic),Prepaid,26.6,359,1346.22,86.65,6094.25,2,No
6516-NKQBO,607,Male,54,South,38,No,DSL,Credit card (automatic),Prepaid,19.9,1205,477.75,81,3084.9,4,No
8672-OAUPW,608,Male,55,South,51,No,DSL,Credit card (automatic),Postpaid,33.13,1145,698.52,47.85,2356.75,3,No
8207-DMRVL,609,Male,47,East,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,5.89,894,526.74,114.55,8306.05,1,No
3419-SNJJD,610,Female,26,North,65,Yes,Fiber optic,Bank transfer (automatic),Prepaid,32.01,1260,231.39,105.25,6786.4,5,Yes
6543-CPZMK,611,Male,51,North,9,No phone service,DSL,Electronic check,Postpaid,25.16,535,1672.25,29.95,248.95,2,Yes
4765-OXPPD,612,Female,61,East,9,No,DSL,Mailed check,Postpaid,20.63,1264,583.63,65,663.05,5,Yes
2804-ETQDK,613,Male,52,North,66,No,No,Mailed check,Postpaid,47.67,1495,998.75,20.55,1357.1,3,No
6689-VRRTK,614,Female,39,West,44,Yes,Fiber optic,Credit card (automatic),Postpaid,26.37,169,182.3,109.8,4860.35,1,No
7138-GIRSH,615,Male,61,South,50,Yes,DSL,Bank transfer (automatic),Postpaid,11.35,269,1428.74,69.5,3418.2,4,No
9396-ZSFLL,616,Female,41,East,15,Yes,DSL,Mailed check,Prepaid,23.22,102,728.07,48.85,631.4,5,No
6464-KEXXH,617,Male,34,East,8,No phone service,DSL,Credit card (automatic),Prepaid,46.01,1485,1515,25.25,186.3,4,No
7134-MJPDY,618,Female,27,North,66,Yes,Fiber optic,Credit card (automatic),Postpaid,9.22,1310,883.57,102.85,6976.75,1,No
5240-CAOYT,619,Female,47,East,57,Yes,Fiber optic,Bank transfer (automatic),Prepaid,11.09,807,471.94,87.55,4884.85,5,No
4059-IIEBK,620,Female,63,West,7,Yes,Fiber optic,Bank transfer (automatic),Prepaid,1.14,787,1075.03,78.55,522.95,4,No
4881-JVQOD,621,Male,40,North,10,No phone service,DSL,Bank transfer (automatic),Postpaid,1.2,769,347.96,34.55,362.6,4,No
0516-UXRMT,622,Female,49,North,62,Yes,Fiber optic,Electronic check,Prepaid,41.55,455,937.02,92.05,5755.8,5,No
4851-BQDNX,623,Male,34,North,40,No,Fiber optic,Electronic check,Postpaid,36.74,657,702.88,85.05,3355.65,1,No
5148-HKFIR,624,Female,34,North,20,No,No,Mailed check,Postpaid,18.07,1070,1832.72,19.7,406.95,4,No
1009-IRMNA,625,Female,31,West,7,No,No,Bank transfer (automatic),Prepaid,35.07,471,215.76,20,137.6,3,Yes
3003-CMDUU,626,Female,26,North,25,No,Fiber optic,Electronic check,Postpaid,20.06,761,1418.63,95.15,2395.7,5,No
5016-IBERQ,627,Male,57,East,23,Yes,Fiber optic,Electronic check,Postpaid,47.67,296,447.23,84.25,1968.1,2,No
6797-UCJHZ,628,Female,19,West,66,Yes,Fiber optic,Credit card (automatic),Postpaid,48.37,121,706.19,104.6,6819.45,2,No
2469-DTSGX,629,Female,62,South,72,Yes,Fiber optic,Electronic check,Postpaid,19.94,234,889.48,111.65,7943.45,1,No
4554-YGZIH,630,Male,42,South,49,Yes,Fiber optic,Credit card (automatic),Postpaid,42.78,55,1825.23,90.05,4547.25,3,Yes
5099-BAILX,631,Male,56,East,43,Yes,Fiber optic,Bank transfer (automatic),Prepaid,38.77,1279,560.9,110.75,4687.9,4,Yes
9931-KGHOA,632,Female,26,East,46,Yes,DSL,Bank transfer (automatic),Prepaid,15.84,955,273.49,55,2473.95,2,No
